timestamp,stabilizer.roll,stabilizer.pitch,stateEstimateZ.rateRoll,stateEstimateZ.ratePitch,controller.pitchRate,controller.rollRate,roll,pitch,yawdot,thrust
1071295,-37.9829216003418,65.91356658935547,4.0,0.0,-396.6678466796875,228.58123779296875,0,0,0,40000
1071305,-37.98714065551758,65.91297149658203,9.0,-8.0,-398.6416931152344,229.74612426757812,0,0,0,40000
1071315,-38.01497268676758,65.89340209960938,3.0,-13.0,-400.5013427734375,231.0531768798828,0,0,0,40000
1071325,-38.040775299072266,65.87075805664062,-32.0,-79.0,-402.3419189453125,232.3489227294922,0,0,0,40000
1071335,-38.009071350097656,65.78311157226562,-5.0,-167.0,-403.790771484375,233.2996826171875,0,0,0,40000
1071345,-37.88542175292969,65.6592788696289,-14.0,-407.0,-405.0191955566406,233.6962127685547,0,0,0,40000
1071355,-37.46577835083008,65.33665466308594,-26.0,-606.0,-405.0476379394531,232.3080291748047,0,0,0,40000
1071365,-36.978614807128906,65.00186157226562,-28.0,-1064.0,-404.9931640625,230.50062561035156,0,0,0,40000
1071375,-35.85060501098633,64.248779296875,-50.0,-1550.0,-402.4120178222656,224.82261657714844,0,0,0,40000
1071385,-34.80078125,63.53246307373047,-6.0,-2207.0,-400.02899169921875,219.5807647705078,0,0,0,40000
1071395,-32.815208435058594,62.08021926879883,74.0,-2881.0,-393.1966857910156,208.67706298828125,0,0,0,40000
1071405,-31.231937408447266,60.81147766113281,62.0,-3686.0,-387.4241943359375,200.13363647460938,0,0,0,40000
1071415,-28.545242309570312,58.38813400268555,47.0,-4549.0,-374.6666564941406,184.90260314941406,0,0,0,40000
1071425,-26.62108039855957,56.389862060546875,142.0,-5431.0,-364.3932189941406,174.1793975830078,0,0,0,40000
1071435,-23.717384338378906,52.78619384765625,290.0,-6353.0,-344.4001159667969,157.5037841796875,0,0,0,40000
1071445,-21.828208923339844,49.95653533935547,321.0,-7275.0,-328.95526123046875,146.84613037109375,0,0,0,40000
1071455,-19.112112045288086,45.16476821899414,410.0,-7958.0,-301.6186828613281,131.15472412109375,0,0,0,40000
1071465,-17.41596794128418,41.68059539794922,646.0,-8440.0,-282.00616455078125,121.52044677734375,0,0,0,40000
1071475,-15.088763236999512,36.211551666259766,964.0,-8632.0,-250.3445587158203,108.03729248046875,0,0,0,40000
1071485,-13.658677101135254,32.49174118041992,1212.0,-8597.0,-229.04507446289062,99.8836441040039,0,0,0,40000
1071495,-11.616677284240723,27.01051902770996,1511.0,-8288.0,-197.03341674804688,88.00428009033203,0,0,0,40000
1071505,-10.296098709106445,23.515382766723633,1843.0,-7749.0,-176.8097381591797,80.40548706054688,0,0,0,40000
1071515,-8.356292724609375,18.671138763427734,2184.0,-6967.0,-148.36093139648438,69.04061889648438,0,0,0,40000
1071525,-7.062920093536377,15.814888000488281,2448.0,-6016.0,-131.73162841796875,61.507869720458984,0,0,0,40000
1071535,-5.096735000610352,12.249117851257324,2641.0,-4836.0,-110.74473571777344,49.88742446899414,0,0,0,40000
1071545,-3.765735149383545,10.41171646118164,2810.0,-3547.0,-100.05406188964844,42.03040313720703,0,0,0,40000
1071555,-1.731662631034851,8.557000160217285,2886.0,-2206.0,-89.20185852050781,29.902385711669922,0,0,0,40000
1071565,-0.3721699118614197,7.901810646057129,2922.0,-957.0,-85.51493835449219,21.772869110107422,0,0,0,40000
1071575,1.6521644592285156,7.679119110107422,2865.0,88.0,-84.40959930419922,9.601451873779297,0,0,0,40000
1071585,2.9797472953796387,7.932585716247559,2796.0,858.0,-86.16495513916016,1.5624523162841797,0,0,0,40000
1071595,4.907878398895264,8.75819206237793,2715.0,1452.0,-91.37026977539062,-10.130550384521484,0,0,0,40000
1071605,6.137073040008545,9.50512981414795,2597.0,1826.0,-96.12785339355469,-17.675107955932617,0,0,0,40000
1071615,7.921712875366211,10.798795700073242,2403.0,2027.0,-104.19796752929688,-28.59954833984375,0,0,0,40000
1071625,9.009592056274414,11.720719337463379,2143.0,2138.0,-110.07002258300781,-35.38422393798828,0,0,0,40000
1071635,10.515273094177246,13.077759742736816,1924.0,2043.0,-118.58857727050781,-44.716209411621094,0,0,0,40000
1071645,11.40957260131836,13.907093048095703,1666.0,1847.0,-123.97193145751953,-50.413692474365234,0,0,0,40000
1071655,12.57762336730957,14.991463661193848,1425.0,1573.0,-130.91554260253906,-57.785728454589844,0,0,0,40000
1071665,13.21943473815918,15.543609619140625,1158.0,1155.0,-134.68832397460938,-62.025596618652344,0,0,0,40000
1071675,13.987700462341309,16.080568313598633,890.0,665.0,-138.38705444335938,-67.04622650146484,0,0,0,40000
1071685,14.341468811035156,16.205577850341797,611.0,111.0,-139.6220703125,-69.59503173828125,0,0,0,40000
1071695,14.667652130126953,16.01858901977539,321.0,-512.0,-138.9843292236328,-71.98904418945312,0,0,0,40000
1071705,14.745655059814453,15.592666625976562,135.0,-1138.0,-136.8084716796875,-72.81021881103516,0,0,0,40000
1071715,14.688937187194824,14.917062759399414,-125.0,-1892.0,-133.2108612060547,-72.911376953125,0,0,0,40000
1071725,14.403679847717285,13.413311004638672,-348.0,-2616.0,-124.61024475097656,-71.63593292236328,0,0,0,40000
1071735,14.08712100982666,12.114546775817871,-665.0,-3258.0,-117.197021484375,-70.16326141357422,0,0,0,40000
1071745,13.429242134094238,9.801079750061035,-885.0,-3688.0,-103.63896179199219,-66.62725830078125,0,0,0,40000
1071755,12.896628379821777,8.114376068115234,-1131.0,-3888.0,-93.78250885009766,-63.82493209838867,0,0,0,40000
1071765,11.951207160949707,5.515909671783447,-1389.0,-3898.0,-78.38844299316406,-58.52268600463867,0,0,0,40000
1071775,11.265159606933594,3.8164992332458496,-1491.0,-3667.0,-68.32675170898438,-54.75259017944336,0,0,0,40000
1071785,10.154333114624023,1.4635488986968994,-1652.0,-3264.0,-54.280364990234375,-48.405941009521484,0,0,0,40000
1071795,9.381949424743652,0.09027908742427826,-1736.0,-2782.0,-46.05966567993164,-44.062400817871094,0,0,0,40000
1071805,8.162273406982422,-1.592146635055542,-1850.0,-2172.0,-35.93623352050781,-37.004066467285156,0,0,0,40000
1071815,7.3133625984191895,-2.458575487136841,-1886.0,-1570.0,-30.673999786376953,-32.14015197753906,0,0,0,40000
1071825,6.024155139923096,-3.3475825786590576,-1834.0,-997.0,-25.248916625976562,-24.600936889648438,0,0,0,40000
1071835,5.177011966705322,-3.6901230812072754,-1804.0,-469.0,-23.086776733398438,-19.683549880981445,0,0,0,40000
1071845,3.9511780738830566,-3.8719518184661865,-1763.0,-46.0,-21.880922317504883,-12.461763381958008,0,0,0,40000
1071855,3.1836624145507812,-3.830108404159546,-1666.0,222.0,-22.0164737701416,-7.961366653442383,0,0,0,40000
1071865,2.1046805381774902,-3.6038429737091064,-1481.0,407.0,-23.262786865234375,-1.563155174255371,0,0,0,40000
1071875,1.4487773180007935,-3.4197680950164795,-1330.0,396.0,-24.26244354248047,2.3210182189941406,0,0,0,40000
1071885,0.5811830163002014,-3.174473524093628,-1172.0,301.0,-25.63622283935547,7.499050617218018,0,0,0,40000
1071895,0.10048901289701462,-3.0762009620666504,-989.0,127.0,-26.132469177246094,10.37452220916748,0,0,0,40000
1071905,-0.501226007938385,-3.060253381729126,-775.0,-100.0,-26.13667106628418,13.993154525756836,0,0,0,40000
1071915,-0.8048633337020874,-3.1705429553985596,-550.0,-369.0,-25.381305694580078,15.835620880126953,0,0,0,40000
1071925,-1.1244933605194092,-3.5334949493408203,-334.0,-660.0,-23.102542877197266,17.783769607543945,0,0,0,40000
1071935,-1.231106162071228,-3.8793792724609375,-127.0,-888.0,-20.915138244628906,18.459186553955078,0,0,0,40000
1071945,-1.245664119720459,-4.54555606842041,67.0,-1044.0,-16.790037155151367,18.584117889404297,0,0,0,40000
1071955,-1.1539112329483032,-5.050489902496338,297.0,-1140.0,-13.615032196044922,18.069456100463867,0,0,0,40000
1071965,-0.8913677930831909,-5.842761516571045,464.0,-1136.0,-8.69564437866211,16.52456283569336,0,0,0,40000
1071975,-0.6461631059646606,-6.342274188995361,629.0,-1041.0,-5.514202117919922,15.075740814208984,0,0,0,40000
1071985,-0.1710200160741806,-7.01802396774292,738.0,-916.0,-1.2570304870605469,12.235980987548828,0,0,0,40000
1071995,0.2078893929719925,-7.382343769073486,841.0,-651.0,1.1461372375488281,9.96088695526123,0,0,0,40000
1072005,0.8277958631515503,-7.771389007568359,893.0,-459.0,3.7092742919921875,6.224200248718262,0,0,0,40000
1072015,1.26492178440094,-7.93203067779541,954.0,-255.0,4.909294128417969,3.5687990188598633,0,0,0,40000
1072025,1.937890648841858,-8.038958549499512,970.0,-78.0,5.791133880615234,-0.5190019607543945,0,0,0,40000
1072035,2.398085832595825,-8.022412300109863,1009.0,122.0,5.9328460693359375,-3.346555709838867,0,0,0,40000
1072045,3.0785722732543945,-7.896005153656006,938.0,236.0,5.413013458251953,-7.513814926147461,0,0,0,40000
1072055,3.510101795196533,-7.76405668258667,900.0,304.0,4.855846405029297,-10.203168869018555,0,0,0,40000
1072065,4.11991548538208,-7.543852806091309,834.0,325.0,3.763568878173828,-13.978484153747559,0,0,0,40000
1072075,4.49030065536499,-7.398590564727783,775.0,318.0,3.1156883239746094,-16.331079483032227,0,0,0,40000
1072085,4.9982523918151855,-7.216129779815674,688.0,218.0,2.239368438720703,-19.522811889648438,0,0,0,40000
1072095,5.295860290527344,-7.130965232849121,583.0,121.0,1.9432754516601562,-21.463834762573242,0,0,0,40000
1072105,5.664921283721924,-7.096781253814697,470.0,-19.0,1.951171875,-23.843978881835938,0,0,0,40000
1072115,5.857946395874023,-7.143524169921875,359.0,-180.0,2.4452896118164062,-25.175615310668945,0,0,0,40000
1072125,6.066694259643555,-7.317173004150391,235.0,-306.0,3.7043190002441406,-26.60784912109375,0,0,0,40000
