timestamp,stabilizer.roll,stabilizer.pitch,stateEstimateZ.rateRoll,stateEstimateZ.ratePitch,controller.pitchRate,controller.rollRate,roll,pitch,yawdot,thrust
930686,-40.20545196533203,64.28572082519531,1.0,-2.0,-387.6429138183594,242.43885803222656,0,0,0,40000
930696,-40.22840118408203,64.27880096435547,-3.0,11.0,-389.5298156738281,243.782958984375,0,0,0,40000
930706,-40.25867462158203,64.26136016845703,-25.0,-60.0,-391.3533020019531,245.17198181152344,0,0,0,40000
930716,-40.25068664550781,64.1890640258789,16.0,-132.0,-392.8461608886719,246.33187866210938,0,0,0,40000
930726,-40.21824264526367,64.108154296875,56.0,-288.0,-394.2849426269531,247.34417724609375,0,0,0,40000
930736,-39.896427154541016,63.8354377746582,-10.0,-579.0,-394.5674743652344,246.6148681640625,0,0,0,40000
930746,-39.50804901123047,63.5637092590332,-33.0,-915.0,-394.8474426269531,245.4747314453125,0,0,0,40000
930756,-38.504486083984375,62.90039825439453,46.0,-1506.0,-392.7634582519531,240.62229919433594,0,0,0,40000
930766,-37.55612564086914,62.2672004699707,25.0,-2083.0,-390.84014892578125,236.0706329345703,0,0,0,40000
930776,-35.62003707885742,60.931758880615234,27.0,-2831.0,-384.6728210449219,225.54727172851562,0,0,0,40000
930786,-34.03882598876953,59.74798583984375,100.0,-3686.0,-379.3772277832031,217.10047912597656,0,0,0,40000
930796,-31.307695388793945,57.433998107910156,155.0,-4568.0,-367.245849609375,201.68667602539062,0,0,0,40000
930806,-29.352294921875,55.50357437133789,186.0,-5511.0,-357.35205078125,190.85836791992188,0,0,0,40000
930816,-26.327241897583008,51.96329116821289,247.0,-6496.0,-337.7138977050781,173.53421020507812,0,0,0,40000
930826,-24.325714111328125,49.154014587402344,383.0,-7435.0,-322.3670654296875,162.27883911132812,0,0,0,40000
930836,-21.454618453979492,44.34283447265625,564.0,-8168.0,-294.8897399902344,145.7298126220703,0,0,0,40000
930846,-19.69240951538086,40.84229278564453,731.0,-8596.0,-275.15399169921875,135.76821899414062,0,0,0,40000
930856,-17.265296936035156,35.31828689575195,922.0,-8815.0,-243.1365203857422,121.75187683105469,0,0,0,40000
930866,-15.796638488769531,31.553741455078125,1168.0,-8799.0,-221.54112243652344,113.43122863769531,0,0,0,40000
930876,-13.76465129852295,25.961196899414062,1420.0,-8529.0,-188.83135986328125,101.67620849609375,0,0,0,40000
930886,-12.480447769165039,22.37013816833496,1699.0,-8007.0,-167.99899291992188,94.3607406616211,0,0,0,40000
930896,-10.599672317504883,17.32867431640625,2015.0,-7339.0,-138.32916259765625,83.41674041748047,0,0,0,40000
930906,-9.36152172088623,14.290342330932617,2290.0,-6438.0,-120.56388092041016,76.28362274169922,0,0,0,40000
930916,-7.492952823638916,10.376991271972656,2507.0,-5318.0,-97.43977355957031,65.31945037841797,0,0,0,40000
930926,-6.220248699188232,8.286412239074707,2675.0,-4033.0,-85.16930389404297,57.885101318359375,0,0,0,40000
930936,-4.2653374671936035,6.0377912521362305,2791.0,-2648.0,-71.88278198242188,46.3071174621582,0,0,0,40000
930946,-2.9467546939849854,5.182067394256592,2840.0,-1193.0,-66.91339111328125,38.4998664855957,0,0,0,40000
930956,-0.9773954749107361,4.929556369781494,2843.0,405.0,-65.5457763671875,26.73664665222168,0,0,0,40000
930966,0.32779359817504883,5.419011116027832,2798.0,1681.0,-68.63851165771484,18.911338806152344,0,0,0,40000
930976,2.2429280281066895,6.906294345855713,2712.0,2636.0,-77.74948120117188,7.376137733459473,0,0,0,40000
930986,3.4890310764312744,8.26430606842041,2604.0,3308.0,-86.12884521484375,-0.19022178649902344,0,0,0,40000
930996,5.285932540893555,10.696939468383789,2414.0,3804.0,-101.01531982421875,-11.10898208618164,0,0,0,40000
931006,6.431126117706299,12.466724395751953,2221.0,4020.0,-111.9866943359375,-18.15940284729004,0,0,0,40000
931016,8.034117698669434,15.201123237609863,1983.0,4095.0,-128.81622314453125,-27.999488830566406,0,0,0,40000
931026,9.0199556350708,17.005645751953125,1740.0,4028.0,-140.13192749023438,-34.173377990722656,0,0,0,40000
931036,10.372101783752441,19.605701446533203,1472.0,3843.0,-156.28970336914062,-42.58160400390625,0,0,0,40000
931046,11.174368858337402,21.205913543701172,1192.0,3484.0,-166.50816345214844,-47.721012115478516,0,0,0,40000
931056,12.212501525878906,23.33033561706543,911.0,3023.0,-179.93011474609375,-54.30430603027344,0,0,0,40000
931066,12.792840003967285,24.50661849975586,684.0,2456.0,-187.70919799804688,-58.16331100463867,0,0,0,40000
931076,13.417974472045898,25.85272789001465,439.0,1743.0,-196.54678344726562,-62.30986022949219,0,0,0,40000
931086,13.673466682434082,26.432523727416992,238.0,999.0,-200.81198120117188,-64.2501449584961,0,0,0,40000
931096,13.832951545715332,26.800697326660156,-15.0,161.0,-203.82237243652344,-65.62100219726562,0,0,0,40000
931106,13.776023864746094,26.6661376953125,-211.0,-783.0,-203.81707763671875,-65.693603515625,0,0,0,40000
931116,13.42850399017334,25.834774017333984,-421.0,-1756.0,-199.61595153808594,-64.01618194580078,0,0,0,40000
931126,13.041386604309082,24.84455108642578,-576.0,-2765.0,-194.43235778808594,-62.089500427246094,0,0,0,40000
931136,12.281732559204102,22.674591064453125,-770.0,-3837.0,-182.12115478515625,-57.90968704223633,0,0,0,40000
931146,11.666622161865234,20.749086380004883,-951.0,-4814.0,-171.2142333984375,-54.57656478881836,0,0,0,40000
931156,10.638806343078613,17.3198299407959,-1160.0,-5415.0,-151.20077514648438,-48.74149703979492,0,0,0,40000
931166,9.899253845214844,14.83258056640625,-1330.0,-5672.0,-136.75225830078125,-44.610084533691406,0,0,0,40000
931176,8.746405601501465,11.03703784942627,-1473.0,-5617.0,-114.35557556152344,-37.969200134277344,0,0,0,40000
931186,7.947803497314453,8.568352699279785,-1598.0,-5303.0,-99.82996368408203,-33.425575256347656,0,0,0,40000
931196,6.731146335601807,5.146471977233887,-1703.0,-4797.0,-79.49308776855469,-26.342208862304688,0,0,0,40000
931206,5.911011695861816,3.1224238872528076,-1792.0,-4137.0,-67.46640014648438,-21.608657836914062,0,0,0,40000
931216,4.650686264038086,0.5864509344100952,-1846.0,-3304.0,-52.296791076660156,-14.201436996459961,0,0,0,40000
931226,3.822133779525757,-0.7043667435646057,-1812.0,-2383.0,-44.54573440551758,-9.354679107666016,0,0,0,40000
931236,2.594088077545166,-1.9810478687286377,-1757.0,-1351.0,-36.83927917480469,-2.0788450241088867,0,0,0,40000
931246,1.797064185142517,-2.358081817626953,-1708.0,-287.0,-34.51026916503906,2.639866828918457,0,0,0,40000
931256,0.6611357927322388,-2.182133913040161,-1597.0,667.0,-35.49610137939453,9.422272682189941,0,0,0,40000
931266,-0.053506579250097275,-1.6340994834899902,-1489.0,1497.0,-38.72825622558594,13.703256607055664,0,0,0,40000
931276,-1.0315020084381104,-0.3622337281703949,-1378.0,2065.0,-46.33209991455078,19.59068489074707,0,0,0,40000
931286,-1.6199405193328857,0.6849215626716614,-1226.0,2427.0,-52.622802734375,23.162931442260742,0,0,0,40000
931296,-2.404484987258911,2.431542158126831,-1086.0,2606.0,-63.15421676635742,27.93317413330078,0,0,0,40000
931306,-2.843897581100464,3.6402645111083984,-899.0,2658.0,-70.50123596191406,30.6497802734375,0,0,0,40000
931316,-3.395782709121704,5.413697719573975,-686.0,2543.0,-81.28327941894531,34.05687713623047,0,0,0,40000
931326,-3.6734795570373535,6.514685153961182,-483.0,2340.0,-88.07156372070312,35.83010482788086,0,0,0,40000
931336,-3.968618154525757,7.966419696807861,-321.0,2006.0,-97.00424194335938,37.71685028076172,0,0,0,40000
931346,-4.078037261962891,8.760266304016113,-152.0,1568.0,-102.02084350585938,38.49447250366211,0,0,0,40000
931356,-4.121450424194336,9.631467819213867,33.0,1065.0,-107.52761840820312,38.878562927246094,0,0,0,40000
931366,-4.062368869781494,9.953518867492676,203.0,469.0,-109.75501251220703,38.646751403808594,0,0,0,40000
931376,-3.849867343902588,10.004293441772461,359.0,-204.0,-110.36070251464844,37.49021911621094,0,0,0,40000
931386,-3.6326498985290527,9.697746276855469,525.0,-974.0,-108.81645965576172,36.29861831665039,0,0,0,40000
931396,-3.1834797859191895,8.708102226257324,673.0,-1761.0,-103.15339660644531,33.704833984375,0,0,0,40000
931406,-2.819459915161133,7.674900054931641,799.0,-2619.0,-97.19733428955078,31.609725952148438,0,0,0,40000
931416,-2.1967153549194336,5.6016621589660645,914.0,-3254.0,-84.95211791992188,27.94683265686035,0,0,0,40000
931426,-1.7337722778320312,4.032649517059326,1029.0,-3524.0,-75.677978515625,25.226802825927734,0,0,0,40000
931436,-0.9936568737030029,1.6137281656265259,1117.0,-3505.0,-61.24177169799805,20.825021743774414,0,0,0,40000
931446,-0.4734633266925812,0.08090459555387497,1173.0,-3211.0,-52.065452575683594,17.72433853149414,0,0,0,40000
931456,0.35006842017173767,-1.8972595930099487,1188.0,-2647.0,-40.16197204589844,12.78250789642334,0,0,0,40000
931466,0.8970884084701538,-2.8998687267303467,1175.0,-1892.0,-34.07094192504883,9.480037689208984,0,0,0,40000
931476,1.7115693092346191,-3.815216064453125,1160.0,-936.0,-28.47319793701172,4.55155086517334,0,0,0,40000
931486,2.241117238998413,-3.9463415145874023,1133.0,131.0,-27.56903648376465,1.313405990600586,0,0,0,40000
