timestamp,stabilizer.roll,stabilizer.pitch,stateEstimateZ.rateRoll,stateEstimateZ.ratePitch,controller.pitchRate,controller.rollRate,roll,pitch,yawdot,thrust
388425,-36.483070373535156,69.17040252685547,5.0,4.0,-417.0975341796875,219.992919921875,0,0,0,40000
388435,-36.507423400878906,69.16912841796875,2.0,0.0,-419.16497802734375,221.23387145996094,0,0,0,40000
388445,-36.52111053466797,69.13551330566406,-14.0,-22.0,-421.03778076171875,222.411376953125,0,0,0,40000
388455,-36.51415252685547,69.09546661376953,-66.0,-94.0,-422.8709411621094,223.46524047851562,0,0,0,40000
388465,-36.43305206298828,68.97899627685547,-14.0,-264.0,-424.2431945800781,224.0733642578125,0,0,0,40000
388475,-36.201480865478516,68.80084228515625,107.0,-518.0,-425.2406005859375,223.7728271484375,0,0,0,40000
388485,-35.562618255615234,68.40830993652344,31.0,-848.0,-424.94293212890625,221.01510620117188,0,0,0,40000
388495,-34.79793167114258,67.99927520751953,79.0,-1314.0,-424.53387451171875,217.48043823242188,0,0,0,40000
388505,-33.25846481323242,67.1502685546875,135.0,-1776.0,-421.4653625488281,209.2615203857422,0,0,0,40000
388515,-31.93936538696289,66.41199493408203,202.0,-2265.0,-419.0372009277344,202.3212127685547,0,0,0,40000
388525,-29.613229751586914,64.9946517944336,299.0,-2765.0,-412.50091552734375,189.2818603515625,0,0,0,40000
388535,-27.892446517944336,63.830753326416016,408.0,-3247.0,-407.44671630859375,179.81463623046875,0,0,0,40000
388545,-25.199914932250977,61.80192184448242,440.0,-3647.0,-397.1529541015625,164.4476776123047,0,0,0,40000
388555,-23.364389419555664,60.26929473876953,536.0,-4042.0,-389.783935546875,154.15731811523438,0,0,0,40000
388565,-20.723764419555664,57.71925735473633,715.0,-4329.0,-376.24658203125,138.9667510986328,0,0,0,40000
388575,-19.01608657836914,55.88175582885742,882.0,-4600.0,-366.92022705078125,129.3117218017578,0,0,0,40000
388585,-16.5391788482666,52.93123245239258,1030.0,-4798.0,-350.8409729003906,114.97589111328125,0,0,0,40000
388595,-14.948185920715332,50.856964111328125,1162.0,-4953.0,-339.9460754394531,105.89724731445312,0,0,0,40000
388605,-12.623688697814941,47.62601852416992,1393.0,-5090.0,-322.0282287597656,92.35687255859375,0,0,0,40000
388615,-11.120986938476562,45.419803619384766,1614.0,-5097.0,-310.18011474609375,83.69239807128906,0,0,0,40000
388625,-8.928343772888184,42.07500457763672,1787.0,-5084.0,-291.4138488769531,70.83052062988281,0,0,0,40000
388635,-7.492919445037842,39.853878021240234,1923.0,-4994.0,-279.309326171875,62.4598388671875,0,0,0,40000
388645,-5.372509956359863,36.554229736328125,2099.0,-4890.0,-260.6474609375,49.923789978027344,0,0,0,40000
388655,-3.9731857776641846,34.41859817504883,2300.0,-4701.0,-248.89178466796875,41.66382598876953,0,0,0,40000
388665,-1.903422474861145,31.313274383544922,2438.0,-4450.0,-231.23599243164062,29.32724380493164,0,0,0,40000
