timestamp,motor.m1,motor.m2,motor.m3,motor.m4,roll,pitch,yawdot,thrust
817905,7298.0,39936.0,65535.0,39936.0,0,0,0,40000
817915,7397.0,39837.0,65535.0,39837.0,0,0,0,40000
817925,7518.0,39716.0,65535.0,39716.0,0,0,0,40000
817935,7652.0,39582.0,65535.0,39582.0,0,0,0,40000
817945,7826.0,39408.0,65535.0,39408.0,0,0,0,40000
817955,8160.0,39074.0,65535.0,39074.0,0,0,0,40000
817965,8019.0,39215.0,65535.0,39215.0,0,0,0,40000
817975,8029.0,39205.0,65535.0,39205.0,0,0,0,40000
817985,8106.0,39128.0,65535.0,39128.0,0,0,0,40000
817995,7982.0,39252.0,65535.0,39252.0,0,0,0,40000
818005,7813.0,39421.0,65535.0,39421.0,0,0,0,40000
818015,7530.0,39704.0,65535.0,39704.0,0,0,0,40000
818025,7034.0,40200.0,65535.0,40200.0,0,0,0,40000
818035,8322.0,38912.0,65535.0,42456.0,0,0,0,40000
818045,21263.0,25971.0,56529.0,56237.0,0,0,0,40000
818055,24534.0,22700.0,51640.0,61126.0,0,0,0,40000
818065,35920.0,11314.0,38052.0,65535.0,0,0,0,40000
818075,34964.0,12270.0,37418.0,65535.0,0,0,0,40000
818085,39769.0,16109.0,31125.0,65535.0,0,0,0,40000
818095,40072.0,17370.0,29864.0,65535.0,0,0,0,40000
818105,46568.0,24624.0,22610.0,65535.0,0,0,0,40000
818115,44371.0,23585.0,23649.0,65535.0,0,0,0,40000
818125,50170.0,28924.0,18310.0,62596.0,0,0,0,40000
818135,51312.0,29102.0,18886.0,60700.0,0,0,0,40000
818145,55837.0,36619.0,14871.0,52673.0,0,0,0,40000
818155,43285.0,49841.0,28757.0,38117.0,0,0,0,40000
818165,42980.0,56996.0,29756.0,30268.0,0,0,0,40000
818175,32505.0,65535.0,42221.0,19349.0,0,0,0,40000
818185,34113.0,65535.0,40743.0,13121.0,0,0,0,40000
818195,32744.0,65535.0,41990.0,14490.0,0,0,0,40000
818205,34585.0,65535.0,39915.0,12649.0,0,0,0,40000
818215,32729.0,65535.0,41831.0,14505.0,0,0,0,40000
818225,35844.0,65535.0,39268.0,11390.0,0,0,0,40000
818235,32835.0,65535.0,41477.0,14399.0,0,0,0,40000
818245,34582.0,65535.0,40202.0,12652.0,0,0,0,40000
818255,32429.0,65535.0,42397.0,14805.0,0,0,0,40000
818265,33457.0,65535.0,42247.0,13777.0,0,0,0,40000
818275,31336.0,65535.0,44632.0,15898.0,0,0,0,40000
818285,33850.0,65535.0,43226.0,16872.0,0,0,0,40000
818295,36604.0,58070.0,40990.0,24336.0,0,0,0,40000
818305,42481.0,49727.0,35949.0,31843.0,0,0,0,40000
818315,44932.0,45428.0,33600.0,36040.0,0,0,0,40000
818325,50024.0,34056.0,29750.0,46170.0,0,0,0,40000
818335,48704.0,34762.0,31006.0,45528.0,0,0,0,40000
818345,48221.0,28005.0,32213.0,51561.0,0,0,0,40000
818355,43887.0,30515.0,35541.0,50057.0,0,0,0,40000
818365,45206.0,26934.0,34788.0,53072.0,0,0,0,40000
818375,38298.0,32374.0,40630.0,48698.0,0,0,0,40000
818385,33677.0,30767.0,45667.0,49889.0,0,0,0,40000
818395,29146.0,35476.0,48368.0,47010.0,0,0,0,40000
818405,26395.0,32247.0,52275.0,49083.0,0,0,0,40000
818415,23680.0,38754.0,54112.0,43454.0,0,0,0,40000
818425,19919.0,38571.0,58099.0,43411.0,0,0,0,40000
818435,19594.0,40622.0,58818.0,40966.0,0,0,0,40000
818445,18295.0,38631.0,59639.0,43435.0,0,0,0,40000
818455,18442.0,40214.0,59804.0,41540.0,0,0,0,40000
818465,19444.0,38026.0,58560.0,43970.0,0,0,0,40000
818475,22341.0,37141.0,56351.0,44167.0,0,0,0,40000
818485,23495.0,37433.0,54549.0,44523.0,0,0,0,40000
818495,26880.0,37106.0,52020.0,43994.0,0,0,0,40000
818505,29747.0,35409.0,49439.0,45405.0,0,0,0,40000
818515,30533.0,35589.0,48387.0,45491.0,0,0,0,40000
818525,32861.0,32397.0,45957.0,48785.0,0,0,0,40000
818535,34713.0,35957.0,44669.0,44661.0,0,0,0,40000
818545,37913.0,37151.0,41805.0,43131.0,0,0,0,40000
818555,37279.0,40291.0,42687.0,39743.0,0,0,0,40000
818565,37001.0,38931.0,43069.0,40999.0,0,0,0,40000
818575,36062.0,39082.0,45294.0,39562.0,0,0,0,40000
818585,36821.0,44063.0,43209.0,35907.0,0,0,0,40000
818595,38350.0,46766.0,42742.0,32142.0,0,0,0,40000
818605,38919.0,47933.0,42157.0,30991.0,0,0,0,40000
818615,37427.0,46087.0,44317.0,32169.0,0,0,0,40000
818625,37813.0,47725.0,43089.0,31373.0,0,0,0,40000
818635,38999.0,46637.0,42003.0,32361.0,0,0,0,40000
818645,40461.0,46679.0,41009.0,31851.0,0,0,0,40000
818655,40262.0,45762.0,41162.0,32814.0,0,0,0,40000
818665,41368.0,45758.0,38768.0,34106.0,0,0,0,40000
818675,40049.0,44083.0,40899.0,34969.0,0,0,0,40000
818685,40604.0,43934.0,40184.0,35278.0,0,0,0,40000
818695,40516.0,43744.0,40196.0,35544.0,0,0,0,40000
818705,41092.0,42968.0,38934.0,37006.0,0,0,0,40000
818715,39382.0,41934.0,40714.0,37970.0,0,0,0,40000
