timestamp,stabilizer.roll,stabilizer.pitch,stateEstimateZ.rateRoll,stateEstimateZ.ratePitch,controller.pitchRate,controller.rollRate,roll,pitch,yawdot,thrust
859314,-43.45514678955078,67.00401306152344,4.0,0.0,-404.0341796875,262.03448486328125,0,0,0,40000
859324,-43.48066329956055,66.99888610839844,7.0,-2.0,-406.01348876953125,263.49169921875,0,0,0,40000
859334,-43.50032043457031,66.98133087158203,15.0,-61.0,-407.9178771972656,264.91448974609375,0,0,0,40000
859344,-43.47512435913086,66.91669464111328,14.0,-103.0,-409.53839111328125,266.0679016113281,0,0,0,40000
859354,-43.41182327270508,66.83966827392578,7.0,-256.0,-411.0823669433594,266.99127197265625,0,0,0,40000
859364,-43.101478576660156,66.60942840576172,-54.0,-474.0,-411.7023010253906,266.42645263671875,0,0,0,40000
859374,-42.709957122802734,66.3769760131836,-42.0,-827.0,-412.30181884765625,265.3635559082031,0,0,0,40000
859384,-41.66814041137695,65.79730987548828,20.0,-1332.0,-410.805419921875,260.37677001953125,0,0,0,40000
859394,-40.70201110839844,65.24508666992188,42.0,-1877.0,-409.456298828125,255.81314086914062,0,0,0,40000
859404,-38.718143463134766,64.09056091308594,-10.0,-2501.0,-404.466796875,245.09671020507812,0,0,0,40000
859414,-37.06764221191406,63.06593704223633,-34.0,-3220.0,-400.2236633300781,236.32582092285156,0,0,0,40000
859424,-34.22245788574219,61.0909309387207,33.0,-4026.0,-390.231689453125,220.3167266845703,0,0,0,40000
859434,-32.148529052734375,59.43667221069336,72.0,-4846.0,-382.1094665527344,208.86264038085938,0,0,0,40000
859444,-28.934614181518555,56.38504409790039,114.0,-5730.0,-365.52972412109375,190.48593139648438,0,0,0,40000
859454,-26.787145614624023,53.93696594238281,186.0,-6662.0,-352.4892272949219,178.43045043945312,0,0,0,40000
859464,-23.676273345947266,49.684326171875,295.0,-7465.0,-328.5168151855469,160.51220703125,0,0,0,40000
859474,-21.716150283813477,46.49298095703125,425.0,-8102.0,-310.8022155761719,149.42630004882812,0,0,0,40000
859484,-19.024383544921875,41.31448745727539,631.0,-8486.0,-281.0338134765625,133.87799072265625,0,0,0,40000
859494,-17.390853881835938,37.6972770690918,887.0,-8624.0,-260.5049743652344,124.61803436279297,0,0,0,40000
859504,-15.152091026306152,32.21914291381836,1154.0,-8494.0,-228.66836547851562,111.66627502441406,0,0,0,40000
859514,-13.763174057006836,28.639984130859375,1445.0,-8134.0,-208.095458984375,103.76214599609375,0,0,0,40000
859524,-11.760580062866211,23.534626007080078,1730.0,-7558.0,-178.2294921875,92.12301635742188,0,0,0,40000
859534,-10.452401161193848,20.39928436279297,2096.0,-6767.0,-160.06663513183594,84.6032943725586,0,0,0,40000
859544,-8.50425910949707,16.278982162475586,2414.0,-5708.0,-135.8805389404297,73.19316101074219,0,0,0,40000
859554,-7.1883745193481445,14.008098602294922,2654.0,-4483.0,-122.70210266113281,65.52934265136719,0,0,0,40000
859564,-5.172639846801758,11.420792579650879,2761.0,-3175.0,-107.54914855957031,53.61421203613281,0,0,0,40000
859574,-3.7957451343536377,10.288302421569824,2877.0,-1886.0,-101.07573699951172,45.48320388793945,0,0,0,40000
859584,-1.7297147512435913,9.418036460876465,2914.0,-745.0,-96.14469909667969,33.163692474365234,0,0,0,40000
859594,-0.34954243898391724,9.299098014831543,2923.0,145.0,-95.71098327636719,24.909744262695312,0,0,0,40000
859604,1.6919399499893188,9.638030052185059,2877.0,777.0,-98.02827453613281,12.63456916809082,0,0,0,40000
859614,3.0117242336273193,10.095113754272461,2803.0,1178.0,-101.06791687011719,4.641286849975586,0,0,0,40000
859624,4.923966884613037,10.969154357910156,2575.0,1386.0,-106.63027954101562,-6.957450866699219,0,0,0,40000
859634,6.155439853668213,11.583579063415527,2532.0,1418.0,-110.656982421875,-14.516145706176758,0,0,0,40000
859644,7.904222011566162,12.486863136291504,2279.0,1346.0,-116.44062805175781,-25.225412368774414,0,0,0,40000
859654,8.979866027832031,13.01636791229248,2093.0,1154.0,-120.00190734863281,-31.935827255249023,0,0,0,40000
859664,10.422060012817383,13.639778137207031,1874.0,836.0,-124.14474487304688,-40.88474655151367,0,0,0,40000
